serial,property,apartment,fwVer,fwVerTi,gain,up_ppk,dn_ppk,qual,tnormStddev
65823489,Shady Lane MHP,138,17028,341,26,1365,1348,100,24
77057281,Piney Park,62,16185,314,50,1362,1366,100,105
79461602,Virginia Beach,176,17037,344,26,1362,1306,100,39
70264211,Rustic Acres MHC,29,17037,344,35,1360,1352,100,64
77054957,Shady Lane MHP,40 Maple Lane APT #2,17028,341,26,1358,1374,100,17
77041954,Piney Park,71,16185,314,25,1356,1368,100,44
79464721,Kay Lou MHC,705-T,16131,296,40,1352,1391,100,198
72383829,Whispering Pines Mobile Estates,230,17037,344,26,1348,1340,100,19
65830112,Holly Tree MHP,8,16185,314,50,1347,1398,100,153
72386905,Chickadee Lane MHC,401-TOWHEE,16185,314,35,1347,1327,100,34
72714399,Kay Bee Mobile Villa MHP,44,16131,296,45,1346,1347,100,66
79462964,Virginia Beach,208,17037,344,38,1346,1344,100,51
75360378,Kay Bee Mobile Villa MHP,79,16131,296,35,1345,1366,100,27
70265275,Rusk MHC,21,17037,344,47,1343,1381,100,119
75368140,Grand Valley Estates MHC,14-WOODLYNVALLEY-DR,17037,344,26,1343,1380,100,56
72724034,Parkview MHP,13,17037,344,41,1342,1404,100,56
72384678,Crystal Acres MHC,13,17037,344,35,1340,1475,100,21
70267461,Kay Bee Mobile Villa MHP,52,16131,296,50,1337,1455,100,134
75370757,Kingsbrook MHC,660AS,16131,296,35,1337,1509,100,86
79466106,Kay Lou MHC,710-T,17037,344,26,1336,1348,100,71
79463210,Rustic Acres MHC,7,17037,344,35,1335,1304,100,78
77060236,Piney Park,38,16185,314,35,1331,1285,100,27
72716733,Ponderosa MHC,5,17037,344,38,1331,1334,100,137
72722459,Spruce Valley Condominiums,313,16185,314,35,1331,1364,100,81
65827514,PW2,5197JUSTIN,17037,344,44,1328,1363,100,368
70260052,Ontario Place MHC,141,17037,344,44,1328,1259,100,47
72383712,Crystal Acres MHC,44,17032,344,32,1328,1305,100,31
72390337,Virginia Beach,104,17037,344,35,1328,1347,100,1317
65826318,The Oaks MHC,22,16131,296,30,1327,1329,100,32
72392101,Kay Lou MHC,2611-M,17037,344,26,1326,1402,100,34
72390386,Virginia Beach,70,17037,344,32,1325,1296,100,27
72717095,Crystal Acres MHC,47,17032,344,35,1321,1312,100,32
75361293,Johnson's Trailer Park,10,17037,344,47,1317,1307,100,69
79466387,The O in La Marque,16,17037,344,35,1317,1335,100,33
79455570,Roosevelt MHC,40,16131,296,30,1317,1299,100,20
79460497,Rustic Acres MHC,6,17037,344,29,1313,1380,100,286
75362457,Grand Valley Estates MHC,18-AMOSVALLEY-DR,17037,344,29,1311,1327,100,69
72385501,Ponderosa MHC,19,17037,344,38,1309,1306,100,123
77056523,Oak Forest Estate MHC,38,17037,344,44,1306,1282,100,179
72390527,Parkview MHP,54,17037,344,29,1306,1282,100,173
70271034,Kingsbrook MHC,508ED,16131,296,50,1305,1360,100,134
72388950,Roosevelt MHC,149,16131,296,55,1304,1281,100,230
75365864,Kay Lou MHC,2600-M,16131,296,45,1304,1286,100,84
70260706,Ibiza Village2,19,17037,344,47,1302,1302,100,78
75372035,The O in La Marque,3,17037,344,29,1302,1337,100,1141
75374734,Grand Valley Estates MHC,25-AMOSVALLEY-DR,17037,344,29,1302,1352,100,463
75362598,Heritage Apartments,A1,16131,296,40,1301,1322,100,88
72714753,Kingsbrook MHC,2611T,16131,296,35,1298,1339,100,58
72722004,Kay Bee Mobile Villa MHP,5,16131,296,35,1298,1310,100,48
70266554,Piney Park,34,16185,314,40,1297,1308,100,113
77054254,Kingsbrook MHC,708GR,16131,296,35,1297,1308,100,34
77041681,Canada,LVB19,16185,314,55,1297,1299,100,114
75368363,Hydetown Mobile Estates,19,17037,344,26,1294,1215,100,17
72388851,Virginia Beach,100,17037,344,35,1294,1341,100,43
70266372,Sunview GenII,19,17037,344,35,1292,1340,100,31
65828595,Parkwood,3133LINDA,17037,344,35,1291,1285,100,92
70259633,Kingsbrook MHC,2605T,16131,296,40,1291,1320,100,52
75366409,Hydetown Mobile Estates,18,17037,344,35,1290,1285,100,45
72387044,Rusk MHC,17,17037,344,26,1289,1238,100,29
72392671,Pleasant Acres,23,16131,296,30,1288,1260,100,33
72380759,Kay Lou MHC,2617-I,16131,296,40,1285,1226,100,58
72714936,Tuttle Estates MHC,7,17037,344,44,1285,1301,100,60
79466262,Grand Valley Estates MHC,14-AMOS,17037,344,29,1283,1307,100,514
75362531,Noble Estates MHC,526,17037,344,32,1283,1252,100,37
68584505,Coleman Village MHC,173,16185,314,50,1283,1304,100,75
72387572,Green Acres MHC,10,17037,344,41,1282,1209,100,77
72392838,Kay Bee Mobile Villa MHP,81,16131,296,50,1281,1262,100,310
77061978,Parkview MHP,30,17037,344,26,1280,1282,100,26
70263486,Rustic Acres MHC,56,16185,314,35,1279,1301,100,51
77057596,The Oaks MHC,37,16131,296,55,1278,1273,100,105
72386418,Virginia Beach,23,17037,344,38,1278,1290,100,210
72382581,Oak Forest Estate MHC,6,17037,344,26,1276,1276,100,44
70259120,Aurora MHC,155,16131,296,40,1275,1290,100,96
79461081,Grand Valley Estates MHC,20-STONEVALLEY-DR,17037,344,35,1275,1254,100,131
70267826,Ontario Place MHC,133,17037,344,38,1271,1214,100,44
70262579,Virginia Beach,66,17037,344,35,1270,1344,100,23
72385113,Chickadee Lane MHC,916-TOWHEE,17037,344,26,1269,1286,100,22
75364602,Grand Valley Estates MHC,58-GRANDVALLEY-DR,17037,344,26,1268,1299,100,62
75361392,Grand Valley Estates MHC,21-LOVELLVALLEY-DR,17037,344,32,1267,1258,100,119
72387150,Country Squire MHC,64A,16185,314,30,1267,1221,100,358
77060988,Aurora MHC,10,17037,344,26,1266,1227,100,159
72720016,Hillview MHC,19,16131,296,45,1266,1209,100,60
75364628,Roosevelt MHC,50,16131,296,35,1266,1311,100,29
72382920,Ontario Place MHC,64,16185,314,30,1265,1248,100,55
72382961,Chickadee Lane MHC,804-CHICKADEE,16185,314,30,1264,1274,100,44
72386897,Kingsbrook MHC,746AS,16131,296,30,1264,1279,100,26
75365427,Shady Lane MHP,132 Shady Lane,17028,341,38,1263,1303,100,52
72380809,Virginia Beach,22,17037,344,38,1263,1254,100,64
70265101,Roosevelt MHC,20,16131,296,35,1261,1296,100,35
72391004,Virginia Beach,76,17037,344,44,1261,1256,100,58
72724398,Tuttle Estates MHC,9,17037,344,26,1261,1289,100,43
70266141,Crystal Acres MHC,39,17032,344,41,1261,1260,100,133
75364271,Kay Lou MHC,703-K,16131,296,25,1260,1255,100,23
70262983,Pleasant Acres,20,16131,296,35,1259,1368,100,28
79461883,Auburn MHC,14,17037,344,44,1259,1284,100,53
65822226,Virginia Beach,52,17037,344,44,1259,1215,100,44
72378126,Oak Forest Estate MHC,28-CANTFINDATLOT,17037,344,47,1258,1254,100,181
72393042,Virginia Beach,1,17037,344,35,1255,1286,100,36
72380593,Virginia Beach,226,17037,344,35,1255,1172,100,27
79460976,The O in La Marque,8,16185,314,40,1254,1207,100,41
75373009,Noble Estates MHC,558,17037,344,29,1253,1269,100,359
72388117,Virginia Beach,36,17037,344,26,1253,1283,100,28
75368207,River Bend,40,17037,344,44,1252,1213,100,158
75366268,Grand Valley Estates MHC,4-STONEVALLEY-DR,17037,344,32,1252,1289,100,112
72720958,Kingsbrook MHC,305CA,16131,296,40,1250,1244,100,60
75505691,Shirlee's MHP,16,17032,344,32,1250,1189,100,44
72391905,Backwater MHC,30,17037,344,29,1249,1232,100,19
79457097,Shirlee's MHP,4,17032,344,38,1249,1257,100,53
72389149,Lafountaine MHC,102PV,16131,296,25,1248,1243,100,33
77057430,Minot Gardens MHC,51,17037,344,44,1248,1226,100,65
77061887,Kingsbrook MHC,741AS,16131,296,25,1247,1248,100,22
75369486,Shady Lane MHP,63 Shady Lane,17037,344,26,1247,1319,100,37
75362143,Country Edge MHC,401.5,16131,296,30,1243,1273,100,74
72386343,Chickadee Lane MHC,927-TOWHEE,16185,344,35,1243,1297,100,3207
79464408,Grand Valley Estates MHC,15-GRANDVALLEY-DR,17037,344,32,1242,1280,100,180
72386715,Virginia Beach,152,17037,344,41,1242,1205,100,56
72722913,Riverview Apartments MF,13,17037,344,32,1241,1119,100,31
72384181,Sunnyvale MHP,121,16131,296,40,1240,1338,100,83
75370773,The O in La Marque,22,16185,314,40,1238,1270,100,34
79456966,Grand Valley Estates MHC,20-DOUBLETREE-CT,17037,344,29,1238,1171,100,33
75366938,Shady Lane MHP,29 Maple Lane,17037,344,26,1237,1271,100,20
70268329,Steve Schneiter 5YR 5plex-CO,1595,17028,341,35,1236,1240,100,46
75367977,Oak Forest Estate MHC,34,17037,344,35,1235,1174,100,36
79460679,Auburn MHC,5,17037,344,44,1234,1204,100,74
77053165,Kingsbrook MHC,2803V,16131,296,30,1234,1257,100,43
70263718,Kingsbrook MHC,734EL,16131,296,35,1234,1218,100,49
72723036,Virginia Beach,233,17037,344,38,1232,1202,100,45
70262678,CJ,118,16131,296,50,1228,1181,100,139
72718721,Riverview Apartments MF,5,17037,344,26,1225,1188,100,18
72722301,Tuttle Estates MHC,4,17037,344,29,1225,1235,100,51
72714498,Noble Estates MHC,534,17037,344,26,1225,1284,100,56
72381567,Rusk MHC,19,17037,344,29,1224,1242,100,43
72714019,Hillview MHC,12,17037,344,44,1223,1247,100,720
72716907,Kay Bee Mobile Villa MHP,32,16131,296,30,1223,1238,100,66
72389099,Roosevelt MHC,153,16131,296,35,1222,1171,100,115
75366888,Noble Estates MHC,557,17037,344,38,1222,1247,100,89
65828017,Country Squire MHC,18,16185,314,25,1221,1214,100,18
75374882,Kay Lou MHC,710-K,17037,344,35,1220,1289,100,52
72721238,Eastwood Hills MHC,EH9,17037,344,38,1219,1266,100,218
72723366,Shelby's Trailer Park,LOT37,17037,344,38,1217,1206,100,130
72721154,Riverview Apartments MF,4,17037,344,29,1215,1219,100,25
75368413,Grand Valley Estates MHC,7-STONEVALLEY-DR,17037,344,29,1214,1366,100,1729
79454367,Virginia Beach,11,17037,344,32,1214,1172,100,35
70259187,Rusk MHC,51,17037,344,44,1213,1216,100,73
72383654,Ibiza Village2,7,17037,344,50,1212,1240,100,132
75369791,Roosevelt MHC,48,16131,296,35,1212,1244,100,29
72720263,8 OnElaine,"2314-1102,1202",17037,344,50,1211,1237,100,139
75370427,Hydetown Mobile Estates,42,17037,344,29,1207,1168,100,26
79454326,The O in La Marque,5,16185,314,30,1204,1204,100,31
79462899,Heritage Apartments,E4,16131,296,40,1204,1226,100,78
75374726,Grand Valley Estates MHC,46-LOVELLVALLEY-DR,17037,344,26,1202,1223,100,105
72382714,Virginia Beach,6,17037,344,32,1202,1147,100,38
75372456,Noble Estates MHC,516,16185,314,55,1202,1120,100,134
72388174,Virginia Beach,157,17037,344,35,1201,1207,100,25
75370211,Oak Tree MHP,0,16130,296,35,1199,1183,100,29
72385840,Virginia Beach,95,17037,344,32,1199,1192,100,45
72723077,Backwater MHC,6,17032,344,32,1198,1199,100,40
72379975,Virginia Beach,135,17037,344,35,1197,1149,100,33
77061762,Piney Park,28,16185,314,30,1196,1176,100,36
70269509,Roosevelt MHC,151,16131,296,35,1196,1226,100,41
72715008,Eastwood Hills MHC,EH50,16131,296,35,1195,1130,100,64
72381419,Ontario Place MHC,63,17037,344,29,1194,1211,100,26
75368710,Roosevelt MHC,34,16131,296,45,1194,1165,100,80
72386434,Stafford MHC,509,16131,296,45,1194,1213,100,75
72382441,Country Squire MHC,3520,16185,314,45,1194,1219,100,86
75361731,Noble Estates MHC,505,17037,344,41,1194,1144,100,51
72387556,Rusk MHC,13,17037,344,38,1193,1222,100,136
75370468,Noble Estates MHC,508,17032,344,26,1191,1187,100,36
65826078,Hydetown Mobile Estates,2,16131,296,30,1189,1182,100,32
72385238,Ponderosa MHC,14,17037,344,26,1187,1215,100,111
65828652,PW2,5186JOHN,16185,314,30,1186,1241,100,1942
79460745,Virginia Beach,84,17037,344,35,1185,1236,100,56
72392408,Holly Tree MHP,29,16185,314,35,1185,1198,100,41
75360220,Heritage Apartments,C4,16131,296,45,1185,1186,100,75
72383233,Virginia Beach,96,17037,344,29,1182,1162,100,31
79453633,Ibiza Village,8,17037,344,53,1182,1181,100,183
72383548,Holly Tree MHP,46,16185,314,35,1180,1203,100,216
79463087,Auburn MHC,23,17037,344,35,1179,1226,100,187
72391848,Rusk MHC,26,17037,344,26,1179,1167,100,54
75360063,Ponderosa MHC,68,17037,344,26,1178,1183,100,374
72724232,Roosevelt MHC,66,16131,296,50,1177,1150,100,363
77057570,Holly Tree MHP,16,17037,344,38,1176,1153,100,58
75372522,Hydetown Mobile Estates,4,17037,344,26,1174,1198,100,579
75366516,Willapa Shores,7,17028,341,41,1174,1169,100,57
75369015,Virginia Beach,69,17037,344,26,1174,1171,100,23
75368678,Grand Valley Estates MHC,7-LEHIGHVALLEY-DR,17037,344,32,1173,1122,100,61
77055467,Chickadee Lane MHC,825T,16131,296,25,1171,1149,100,20
72392390,Stafford MHC,113,17037,344,44,1171,1157,100,253
72378977,Whispering Pines Mobile Estates,322,16131,296,30,1171,1184,100,29
70267222,Maple Run MHP,18,17037,344,26,1170,1053,100,457
75362226,Roosevelt MHC,11,16131,296,25,1168,1143,100,32
75365088,Broadway MHP DesMoines,5,17037,344,35,1168,1202,100,31
75366094,Grand Valley Estates MHC,16-SHENNADOH-DR,17037,344,26,1167,1166,100,26
70258692,Rusk MHC,40,17037,344,44,1166,1165,100,73
75371276,Grand Valley Estates MHC,30-IMPERIALVALLEY-DR,17037,344,26,1165,1217,100,87
79464150,Rustic Acres MHC,53,16185,314,30,1163,1146,100,36
77061291,Parkwood,3398DONNA,16185,314,40,1163,1167,100,159
75374999,Pleasant Acres,11,16131,296,35,1161,1175,100,68
79454482,Grand Valley Estates MHC,108-SONOMAVALLEY-DR,17037,344,26,1161,1161,100,118
72383423,Stafford MHC,552,16131,296,50,1160,1214,100,157
79455646,Willapa Shores,19,17028,341,44,1160,1105,100,79
75373751,Roosevelt MHC,Q,16131,296,55,1159,1159,100,158
72723671,Oak Forest Estate MHC,19,17037,344,38,1159,1138,100,233
75371805,Grand Valley Estates MHC,8-DOUBLETREE-DR,17037,344,32,1159,1208,100,139
75373124,Hydetown Mobile Estates,24,16131,296,25,1157,1155,100,171
79463384,Heritage Apartments,E2,16131,296,50,1156,1149,100,135
70261290,PW2,5181JUSTIN,17037,344,41,1155,1204,100,56
75372639,Big Country Mobile Home & RV Park,3509-A,17037,344,26,1154,1154,100,24
75363083,Grand Valley Estates MHC,7-BONEVALLEY-DR,17037,344,26,1153,1210,100,59
77042085,Holly Tree MHP,61,16185,314,30,1151,1088,100,100
79465702,Kay Lou MHC,705-K,17037,344,41,1150,1162,100,51
72378423,Virginia Beach,244,17037,344,32,1150,1175,100,30
70263726,Chickadee Lane MHC,404-QUAILCIRCLE,16185,314,30,1149,1161,100,1825
75366581,Ibiza Village,17,17028,343,53,1147,1168,100,187
72378795,Carolina Springs MHP,CSP88-1712-GILMOREST,16131,296,50,1145,1120,100,357
75363091,Holly Tree MHP,6,16185,314,30,1145,1130,100,35
75369551,Pace East,45,16131,296,55,1144,1179,100,285
72378811,Piney Park,25,16185,314,45,1144,1137,100,67
75373389,Roosevelt MHC,32,16131,296,30,1144,1143,100,15
72385543,Ponderosa MHC,13,17037,344,32,1140,1182,100,118
75362234,Broadway MHP DesMoines,29,17037,344,44,1140,1206,100,76
77061283,Holly Tree MHP,78,16185,314,30,1139,1137,100,37
77053249,Kingsbrook MHC,735EL,16131,296,25,1138,1154,100,25
75367589,Virginia Beach,113,17037,344,29,1138,1123,100,24
70264187,Alta Vista MHC,46,16131,296,45,1135,1162,100,66
72392127,Stafford MHC,126,17037,344,55,1135,1104,100,169
72384538,Stafford MHC,547,16185,314,35,1133,1106,100,41
79462998,The O in La Marque,13,16185,314,40,1133,1200,100,54
75364503,Grand Valley Estates MHC,11-STONEVALLEY-DR,17037,344,35,1133,1196,100,79
72379942,Pleasant Acres,25,16131,296,35,1133,1036,100,51
65825799,The Oaks MHC,34,16131,296,55,1132,1128,100,573
68587987,Oakwood MHP,108,16185,314,40,1131,1120,100,98
75361616,Highland Terrace,59,16185,314,40,1131,1163,100,1187
72380312,Hoosier Park MHC,13,17032,344,47,1130,1120,100,280
72720032,Noble Estates MHC,519,17032,344,26,1130,1133,100,115
65828199,Estancia MHP,107,16128,295,35,1129,1098,100,61
72385626,Ponderosa MHC,7,17037,344,29,1129,1170,100,60
79455265,Stafford MHC,382,16185,314,40,1129,1173,100,61
72715040,Riverview Apartments MF,APT26,17037,344,32,1126,1089,100,35
75366045,Kay Lou MHC,2609-M,16131,296,30,1126,1121,100,29
77055129,Green Grove Trailer Court MHC,27,16131,296,45,1125,1128,100,71
75368876,Grand Valley Estates MHC,20-LOVELLVALLEY-DR,17037,344,29,1125,1148,100,100
72382094,Ontario Place MHC,85,17037,344,44,1124,1112,100,90
75360402,Kingsbrook MHC,770SU,16131,296,40,1123,1113,100,85
75360303,Ontario Place MHC,9,17037,344,35,1122,1124,100,164
72381252,Ibiza Village2,10,17037,344,50,1122,993,100,119
72721410,Crystal Acres MHC,14,17032,344,44,1122,1067,100,65
65828967,Aurora MHC,234,16131,296,50,1121,1081,100,148
75369072,Grand Valley Estates MHC,25-WOODLYNVALLEY-DR,17037,344,29,1121,1148,100,30
72385964,Virginia Beach,LAUNDRY,17037,344,35,1120,1137,100,256
77054122,Oak Forest Estate MHC,16,17037,344,32,1119,1128,100,251
75370328,Big Country Mobile Home & RV Park,3504-C,16130,296,30,1119,1140,100,27
77056119,Kingsbrook MHC,109AB,16131,296,40,1118,1138,100,44
72386335,Virginia Beach,247,17037,344,38,1118,1125,100,43
79466247,Kay Lou MHC,2609-I,16131,296,35,1116,1172,100,30
70262546,Virginia Beach,241,17037,344,29,1116,1101,100,73
72379454,Hoosier Park MHC,16,17037,344,44,1115,1114,100,114
75363331,Tuttle Estates MHC,13,16130,296,30,1115,1106,100,32
75362952,Bob Muye 5YR,ROBERT,16193,320,35,1115,1126,100,49
75366813,Grand Valley Estates MHC,22-SHENNADOH-DR,17037,344,26,1114,1129,100,123
65827027,Aurora MHC,227,16131,296,30,1111,1157,100,48
72716105,Kingsbrook MHC,302CA,16131,296,40,1111,1105,100,40
79462287,Grand Valley Estates MHC,6-SHENNADOH-DR,17037,344,26,1110,1147,100,58
75365500,Grand Valley Estates MHC,10-WOODLYNVALLEY-DR,17037,344,26,1109,1118,100,105
79460471,Lakeview MHC,15,17037,344,44,1108,1309,100,92
75374585,Parker MHC,53,17037,344,41,1108,1167,100,868
79455380,Virginia Beach,56,17037,344,32,1107,1134,100,886
77028506,Kingsbrook MHC,784AS,16185,314,40,1106,1090,100,70
79467138,Heritage Apartments,D8,16131,296,50,1106,1133,100,156
72723788,Coleman Village MHC,125,17037,344,44,1105,1124,100,82
75374544,Oswego MHP,LOT26,17037,344,26,1105,1088,100,28
79466270,Rustic Acres MHC,21,17037,344,26,1104,1098,100,32
75370062,Big Country Mobile Home & RV Park,3600-E,17037,344,29,1103,1127,100,37
72388141,Virginia Beach,185,17037,344,50,1102,1134,100,119
75366284,Kay Lou MHC,2500-I,16131,296,25,1101,1111,100,28
75367456,Heritage Apartments,B8,16185,314,35,1101,1095,100,63
70272610,Rustic Acres MHC,17,17037,344,26,1100,1119,100,49
70264534,Steve Schneiter 5YR 5plex-CO,1589,17028,341,47,1100,1067,100,114
75366011,Shady Lane MHP,96 Shady Lane,17037,344,26,1100,1172,100,25
70258932,Ontario Place MHC,154,17037,344,26,1099,1063,100,28
75372472,Bob Muye 5YR,SPRING,16193,320,55,1099,1101,100,146
79462766,Kay Lou MHC,2508-I,16131,296,35,1098,1077,100,53
79462923,Virginia Beach,109,17037,344,32,1098,1200,100,24
72724208,Running Springs MHP,18,17037,344,53,1097,1125,100,235
65825815,Aurora MHC,215,16131,296,30,1096,1133,100,33
65830054,Eastwood Hills MHC,TR330,16185,314,35,1094,1120,100,419
72380742,Chickadee Lane MHC,809-MOCKINGBIRD,16185,314,35,1094,1182,100,43
72391012,The Oaks MHC,17,16131,296,30,1093,1097,100,33
72722558,Rusk MHC,39,17037,344,38,1093,1072,100,367
75369411,Big Country Mobile Home & RV Park,3608-D,17037,344,38,1093,1104,100,46
75369163,Roosevelt MHC,70,16131,296,50,1093,1189,100,77
70272347,Parker MHC,9,17037,344,47,1092,1037,100,136
77029207,Holly Tree MHP,4,17037,344,26,1091,1084,100,24
72717236,Oak Tree MHP,6,16131,296,30,1090,1069,100,32
72717707,Spruce Valley Condominiums,411,16185,314,35,1090,1088,100,121
77041996,Holly Tree MHP,65,16185,314,20,1089,1096,100,722
65829395,Oaklawn Park HOA,3336SOC,16185,314,35,1089,1092,100,63
72382318,Virginia Beach,141,17037,344,35,1089,1120,100,29
75372555,Grand Valley Estates MHC,17-DOUBLETREE-CT,17037,344,26,1086,1129,100,150
75371144,Virginia Beach,71,17037,344,26,1085,1097,100,117
70261308,Aurora MHC,266,16185,314,40,1084,1093,100,51
75370302,Estancia MHP,66,16128,295,30,1084,1089,100,28
75371292,Big Country Mobile Home & RV Park,3510-D,16130,296,45,1083,1071,100,106
70267701,Stafford MHC,314,16131,296,30,1080,1103,100,39
72715321,Parkview MHP,48,16185,314,25,1079,1087,100,40
75367738,Grand Valley Estates MHC,55-GRANDVALLEY-DR,17037,344,35,1078,1092,100,108
75367027,Grand Valley Estates MHC,1-DOUBLETREE-DR,17037,344,26,1077,1074,100,24
77041871,Canada,LVC12,16185,314,25,1076,1039,100,32
75371318,Big Country Mobile Home & RV Park,3606-C,16130,296,30,1076,1072,100,33
72386269,Virginia Beach,65,17037,344,35,1076,1011,100,24
77053223,Lafountaine MHC,109FL,16131,296,25,1075,1064,100,128
70261779,La Comunidad MHC,39,17037,344,35,1074,940,100,55
79460901,Holly Tree MHP,35,16185,314,25,1074,1088,100,48
72715461,Big Country Mobile Home & RV Park,3508-E,16130,296,30,1074,1047,100,32
75367076,Pleasant Acres,29,16131,296,30,1073,1164,100,22
72716204,Roosevelt MHC,92,16131,296,45,1073,1100,100,80
72716592,Kay Bee Mobile Villa MHP,93,16131,296,30,1072,1092,100,69
72723903,Sunview MHP,7,17037,344,44,1072,1070,100,140
68612637,Parkview MHP,80,17037,344,26,1072,1178,66,7527
72714704,Piney Park,45,17037,344,35,1071,1091,100,43
75366102,Grand Valley Estates MHC,11-SHENNADOH-DR,17037,344,35,1071,1143,100,41
75366169,Auburn MHC,26,17037,344,32,1070,1022,100,61
79465884,The O in La Marque,21 ,16185,314,35,1069,1123,100,58
75360097,Grand Valley Estates MHC,18-BONEVALLEY-DR,17037,344,29,1069,1044,100,79
72383456,Ponderosa MHC,53,17037,344,29,1067,1203,100,43
75371870,Grand Valley Estates MHC,25-LOVELLVALLEY-DR,17037,344,26,1065,1091,100,64
72382664,Virginia Beach,205,17037,344,32,1065,1056,100,40
77055145,The Oaks MHC,20,16131,296,40,1064,1068,100,66
75360766,Holly Tree MHP,30,16185,314,30,1064,1035,100,130
