group,device,fwVer,sessions,completed,hung_est,days_with_records_of_7,rsrp_med
Verandah MHC-Cust,Device 2042729199,10671,2,1,0,4,-72.0
Verandah MHC-Cust,Device 2042740774,10671,0,0,0,,
Verandah MHC-Cust,Device 2041753752,10671,0,0,0,,
Verandah MHC-Cust,Device 2049907764,10671,0,0,0,,
Verandah MHC-Cust,Device 2049888220,10671,0,0,0,,
Verandah MHC-Cust,Device 2068586047,10671,0,0,0,,
Verandah MHC-Cust,Device 2049886067,10671,0,0,0,,
Verandah MHC-Cust,Device 2049924033,10706,0,0,0,,
Verandah MHC-Cust,Device 2049960995,10671,0,0,0,,
Verandah MHC-Cust,Device 2049962397,10671,0,0,0,,
Broken Arrow MHP,Device 75370971,16131,7,6,0,7,-106.0
Broken Arrow MHP,Device 75361921,16131,7,6,0,7,-117.0
Broken Arrow MHP,Device 75372787,16131,7,6,0,7,-116.0
Broken Arrow MHP,Device 79466700,17032,5,6,0,0,-110.0
Broken Arrow MHP,Device 75367670,17032,8,7,0,7,-107.0
Broken Arrow MHP,Device 79462030,,0,0,0,,
Broken Arrow MHP,Device 79468177,17040,6,7,0,2,-116.0
Broken Arrow MHP,Device 75374940,16131,6,5,0,7,-119.0
Broken Arrow MHP,Device 75366003,17037,8,7,0,7,-108.0
Broken Arrow MHP,Device 79460794,17037,7,6,0,7,-110.0
Broken Arrow MHP,Device 75366615,17032,8,7,0,7,-107.0
Broken Arrow MHP,Device 75369577,16131,7,6,0,7,-101.0
Broken Arrow MHP,Device 79462675,,0,0,0,,
Broken Arrow MHP,Device 75361822,16131,7,6,0,7,-93.0
Broken Arrow MHP,Device 75367357,16131,11,13,0,0,-121.0
Broken Arrow MHP,Device 75368272,17040,7,6,0,0,-106.0
Broken Arrow MHP,Device 75360972,17037,7,6,0,7,-97.0
Broken Arrow MHP,Device 75369346,16131,7,6,0,6,-101.0
Broken Arrow MHP,Device 75360899,16131,7,6,0,7,-114.0
Broken Arrow MHP,Device 79461669,16131,7,6,0,7,-106.0
Broken Arrow MHP,Device 79455802,,0,0,0,,
Broken Arrow MHP,Device 75365435,16131,7,6,0,7,-124.0
Broken Arrow MHP,Device 70260128,16131,7,6,0,7,-115.0
Broken Arrow MHP,Device 70269897,17040,7,7,0,0,-108.0
Westview Mobile Estates MHC,Device 72378266,362,13,13,0,7,-113.0
Westview Mobile Estates MHC,Device 72385592,,0,0,0,,
Westview Mobile Estates MHC,Device 70273600,17037,7,6,0,7,-107.0
Westview Mobile Estates MHC,Device 72389750,17037,5,5,0,7,-108.0
Westview Mobile Estates MHC,Device 72382797,362,10,13,0,7,-97.0
Westview Mobile Estates MHC,Device 72389008,,0,0,0,,
Westview Mobile Estates MHC,Device 72382425,362,10,13,0,7,-103.0
Westview Mobile Estates MHC,Device 72382698,362,11,13,0,6,-108.0
Westview Mobile Estates MHC,Device 72380122,362,7,13,0,1,-101.0
Westview Mobile Estates MHC,Device 70268659,16185,12,12,0,6,-105.0
Westview Mobile Estates MHC,Device 72388745,362,13,13,0,7,-109.0
Westview Mobile Estates MHC,Device 72388406,362,10,13,0,7,-106.0
Westview Mobile Estates MHC,Device 72389685,362,9,13,0,7,-118.0
Westview Mobile Estates MHC,Device 72378639,362,11,13,0,7,-112.0
Westview Mobile Estates MHC,Device 72386277,17037,7,6,0,7,-106.0
Westview Mobile Estates MHC,Device 72391962,362,12,13,0,7,-117.0
Westview Mobile Estates MHC,Device 72393026,16185,7,6,0,7,-112.0
Westview Mobile Estates MHC,Device 72392622,17037,7,6,0,7,-116.0
Westview Mobile Estates MHC,Device 72379306,362,10,13,0,7,-102.0
Westview Mobile Estates MHC,Device 72382300,16185,7,6,0,6,-116.0
Westview Mobile Estates MHC,Device 72388869,16185,7,6,0,7,-107.0
Westview Mobile Estates MHC,Device 72385782,16185,7,6,0,7,-114.0
Westview Mobile Estates MHC,Device 72386103,362,10,13,0,7,-108.0
Westview Mobile Estates MHC,Device 72381591,,0,0,0,,
Westview Mobile Estates MHC,Device 72389818,362,11,12,0,7,-122.0
Westview Mobile Estates MHC,Device 72389560,362,8,13,0,0,-116.0
Westview Mobile Estates MHC,Device 70265804,16185,7,6,0,7,-111.0
Westview Mobile Estates MHC,Device 72383688,362,8,13,0,7,-104.0
Westview Mobile Estates MHC,Device 72386400,362,11,13,0,7,-126.0
Westview Mobile Estates MHC,Device 72388182,362,8,13,0,7,-111.0
Westview Mobile Estates MHC,Device 72387937,362,11,13,0,7,-105.0
Westview Mobile Estates MHC,Device 72389651,362,9,13,0,7,-105.0
Westview Mobile Estates MHC,Device 72382987,16185,7,6,0,6,-104.0
Westview Mobile Estates MHC,Device 72392580,17037,7,6,0,7,-123.0
Westview Mobile Estates MHC,Device 72388794,362,11,13,0,7,-100.0
Westview Mobile Estates MHC,Device 72386129,17037,7,6,0,7,-105.0
Westview Mobile Estates MHC,Device 72386202,,0,0,0,,
Westview Mobile Estates MHC,Device 72388380,362,9,13,0,7,-109.0
Westview Mobile Estates MHC,Device 72383514,362,11,13,0,7,-116.0
Westview Mobile Estates MHC,Device 72392341,,0,0,0,,
Westview Mobile Estates MHC,Device 72390543,362,13,13,0,7,-113.0
Westview Mobile Estates MHC,Device 72389669,16185,7,6,0,7,-111.0
Westview Mobile Estates MHC,Device 72382557,362,11,13,0,7,-97.0
Westview Mobile Estates MHC,Device 72382615,16185,7,6,0,7,-113.0
Westview Mobile Estates MHC,Device 72386699,362,13,13,0,7,-108.0
Westview Mobile Estates MHC,Device 72392424,16185,7,6,0,7,-101.0
Westview Mobile Estates MHC,Device 72389792,16185,7,6,0,7,-105.0
Westview Mobile Estates MHC,Device 72389032,16185,7,6,0,7,-108.0
Westview Mobile Estates MHC,Device 72392663,362,10,14,0,7,-111.0
Westview Mobile Estates MHC,Device 72382532,,0,0,0,,
Westview Mobile Estates MHC,Device 72388257,362,9,13,0,7,-100.0
Westview Mobile Estates MHC,Device 72383704,362,9,13,0,7,-121.0
Westview Mobile Estates MHC,Device 72381641,362,13,13,0,7,-108.0
Westview Mobile Estates MHC,Device 72388422,362,13,13,0,6,-107.0
Westview Mobile Estates MHC,Device 72388414,362,10,13,0,7,-114.0
Westview Mobile Estates MHC,Device 72388711,17037,6,6,0,7,-114.0
Westview Mobile Estates MHC,Device 72390402,,0,0,0,,
Westview Mobile Estates MHC,Device 70258882,17037,7,6,0,4,-116.0
Westview Mobile Estates MHC,Device 72388828,17037,10,9,0,7,-116.0
Westview Mobile Estates MHC,Device 72378498,17037,10,12,0,7,-102.0
Westview Mobile Estates MHC,Device 72390618,17037,7,6,0,7,-106.0
Westview Mobile Estates MHC,Device 70269376,362,8,13,0,7,-106.0
Westview Mobile Estates MHC,Device 72386590,16185,7,6,0,5,-113.0
Westview Mobile Estates MHC,Device 72388935,362,12,13,0,7,-108.0
Westview Mobile Estates MHC,Device 72384801,362,12,13,0,7,-113.0
Westview Mobile Estates MHC,Device 72385683,,0,0,0,,
Westview Mobile Estates MHC,Device 72386467,362,12,13,0,6,-104.0
Westview Mobile Estates MHC,Device 72380858,16185,7,6,0,5,-109.0
Westview Mobile Estates MHC,Device 72388430,362,11,13,0,7,-108.0
Westview Mobile Estates MHC,Device 72390139,362,9,13,0,7,-107.0
Westview Mobile Estates MHC,Device 70267529,16185,6,5,0,6,-119.0
Westview Mobile Estates MHC,Device 77059972,16185,7,6,0,4,-118.0
Westview Mobile Estates MHC,Device 70273212,362,11,13,0,7,-106.0
Westview Mobile Estates MHC,Device 77052134,362,11,13,0,7,-116.0
Westview Mobile Estates MHC,Device 77058131,362,5,6,0,0,-122.0
Westview Mobile Estates MHC,Device 77060350,362,12,13,0,7,-116.0
Westview Mobile Estates MHC,Device 65829908,362,11,12,0,7,-114.0
Westview Mobile Estates MHC,Device 65824925,362,11,13,0,7,-122.0
Westview Mobile Estates MHC,Device 65825864,362,8,9,0,5,-125.0
Westview Mobile Estates MHC,Device 65823810,362,11,13,0,7,-106.0
Westview Mobile Estates MHC,Device 65827977,,0,0,0,,
Westview Mobile Estates MHC,Device 65830997,362,7,13,0,7,-109.0
Westview Mobile Estates MHC,Device 65825104,362,10,13,0,7,-108.0
Sunview MHP,Device 72723903,17037,7,6,0,7,-101.0
Sunview MHP,Device 75374346,17037,7,6,0,7,-102.0
Sunview MHP,Device 75362242,17037,7,6,0,7,-97.0
Sunview MHP,Device 72723622,17037,7,6,0,7,-106.0
Sunview MHP,Device 72721675,17037,5,6,0,4,-116.0
Sunview MHP,Device 72716758,17037,6,6,0,0,-99.0
Sunview MHP,Device 70265697,17037,7,6,0,5,-104.0
Sunview MHP,Device 72387242,17037,7,6,0,0,-93.0
Sunview MHP,Device 72379546,17037,6,5,0,1,-106.0
Sunview MHP,Device 72381609,17037,7,6,0,7,-101.0
Sunview MHP,Device 70262108,17037,7,6,0,0,-104.0
Sunview MHP,Device 72391418,17040,9,7,1,5,-110.0
Sunview MHP,Device 70261613,17037,7,6,0,7,-106.0
Sunview MHP,Device 70263981,17037,7,6,0,7,-94.0
Sunview MHP,Device 70261803,17037,7,6,0,0,-103.0
Sunview MHP,Device 70261480,17040,7,6,0,0,-96.0
Sunview MHP,Device 70263106,17037,7,6,0,4,-100.0
Sunview MHP,Device 70258585,17037,7,6,0,7,-93.0
Sunview MHP,Device 70263346,17037,7,6,0,7,-92.0
Sunview MHP,Device 70266372,17037,7,6,0,7,-99.0
Sunview MHP,Device 2049835460,,0,0,0,,
Sunview MHP,Device 2049961365,,0,0,0,,
Sunview MHP,Device 2049946275,,0,0,0,,
Sunview MHP,Device 2049902393,,0,0,0,,
Sunview MHP,Device 2049882280,10671,0,0,0,,
Sunview MHP,Device 2049958932,10706,0,0,0,,
Sunview MHP,Device 2042742549,10704,0,0,0,,
Sunview MHP,Device 2042742986,,0,0,0,,
Sunview MHP,Device 2042741558,10671,0,0,0,,
Sunview MHP,Device 2049873628,,0,0,0,,
Sunview MHP,Device 2049847283,10706,2,1,0,6,-96.0
Brighton Court MHP,Device 75372860,15090,5,5,0,0,-115.0
Brighton Court MHP,Device 75360683,15090,7,6,0,7,-112.0
Brighton Court MHP,Device 72391483,16185,6,5,0,5,-104.0
Brighton Court MHP,Device 72387523,15090,7,6,0,6,-109.0
Brighton Court MHP,Device 72387861,15090,7,6,0,7,-97.0
Brighton Court MHP,Device 72387564,15090,6,5,0,6,-100.0
Brighton Court MHP,Device 72387853,15090,7,6,0,4,-105.0
Brighton Court MHP,Device 72384074,16185,6,6,0,6,-108.0
Brighton Court MHP,Device 72380445,16185,7,6,0,6,-94.0
Brighton Court MHP,Device 70266208,15090,7,6,0,7,-105.0
Brighton Court MHP,Device 70270960,15090,5,5,0,6,-110.0
Brighton Court MHP,Device 70259070,15090,6,5,0,5,-101.0
Brighton Court MHP,Device 72380411,17040,7,6,0,0,-89.0
Rustic Acres MHC,Device 79462394,17037,13,11,1,1,-85.0
Rustic Acres MHC,Device 79462295,17037,13,12,0,2,-92.0
Rustic Acres MHC,Device 79468029,17037,13,12,0,0,-89.0
Rustic Acres MHC,Device 79462980,17037,15,13,1,1,-96.0
Rustic Acres MHC,Device 79453351,17037,11,11,0,0,-86.0
Rustic Acres MHC,Device 79456073,17037,10,10,0,1,-85.0
Rustic Acres MHC,Device 79454631,17037,13,10,2,2,-89.0
Rustic Acres MHC,Device 79456024,17037,12,13,0,2,-92.0
Rustic Acres MHC,Device 79464317,17037,12,10,1,2,-89.0
Rustic Acres MHC,Device 79464218,17037,12,13,0,1,-120.0
Rustic Acres MHC,Device 79464747,17037,12,10,1,1,-89.0
Rustic Acres MHC,Device 79459002,17037,10,10,0,0,-114.0
Rustic Acres MHC,Phantom Rustic Acres 9,,0,0,0,,
Rustic Acres MHC,Device 79463103,17037,9,9,0,0,-105.0
Rustic Acres MHC,Device 79458566,17037,8,7,0,0,-105.0
Rustic Acres MHC,Device 79466296,17037,7,6,0,3,-119.0
Rustic Acres MHC,Device 75363281,17037,4,3,0,4,-116.0
Rustic Acres MHC,Device 79463210,17037,7,6,0,4,-118.0
Rustic Acres MHC,Device 79466270,17037,7,6,0,0,-103.0
Rustic Acres MHC,Device 79460257,17037,6,6,0,0,-125.0
Rustic Acres MHC,Device 79461644,17037,7,6,0,7,-109.0
Rustic Acres MHC,Device 79462741,17037,6,6,0,1,-120.0
Rustic Acres MHC,Device 79454458,17037,7,6,0,3,-123.0
Rustic Acres MHC,Device 79460497,17037,7,6,0,7,-120.0
Rustic Acres MHC,Device 79461313,17037,7,6,0,6,-121.0
Rustic Acres MHC,Device 79465835,17040,7,6,0,7,-129.0
Rustic Acres MHC,Device 79460562,17037,8,8,0,0,-119.0
Rustic Acres MHC,Device 79462121,17037,7,6,0,7,-119.0
Rustic Acres MHC,Device 79462857,17037,7,7,0,7,-118.0
Rustic Acres MHC,Device 79464150,16185,7,6,0,7,-108.0
Rustic Acres MHC,Device 72380973,17037,7,6,0,0,-113.0
Rustic Acres MHC,Device 70272313,17037,7,6,0,1,-113.0
Rustic Acres MHC,Device 70269434,17037,7,6,0,7,-108.0
Rustic Acres MHC,Device 70265069,17037,8,6,1,5,-114.0
Rustic Acres MHC,Device 72381401,16185,7,6,0,5,-112.0
Rustic Acres MHC,Device 72382037,16185,8,6,1,0,-121.0
Rustic Acres MHC,Device 72381245,16185,7,6,0,6,-109.0
Rustic Acres MHC,Device 72381120,16185,7,6,0,7,-113.0
Rustic Acres MHC,Device 72381559,17037,11,8,2,4,-115.0
Rustic Acres MHC,Device 70263486,17040,10,8,1,0,-119.0
Rustic Acres MHC,Device 70259799,,0,0,0,,
Rustic Acres MHC,Device 72381914,17037,7,6,0,7,-116.0
Rustic Acres MHC,Device 72391319,16131,8,7,0,0,-116.0
Rustic Acres MHC,Device 70264211,17037,7,6,0,0,-112.0
Rustic Acres MHC,Device 70259880,16185,4,5,0,0,-122.0
Rustic Acres MHC,Device 72378571,17037,7,6,0,7,-111.0
Rustic Acres MHC,Device 70262371,16185,7,6,0,6,-114.0
Rustic Acres MHC,Device 70262348,16185,9,6,2,1,-121.0
Rustic Acres MHC,Device 70268923,17037,12,9,2,4,-118.0
Rustic Acres MHC,Device 70263460,17037,7,6,0,7,-109.0
Rustic Acres MHC,Device 70272610,17037,7,6,0,5,-108.0
Rustic Acres MHC,Device 70266471,17037,5,4,0,4,-120.0
Rustic Acres MHC,Device 72387366,17037,3,6,0,0,-109.0
Rustic Acres MHC,Device 72381385,16185,7,6,0,6,-112.0
Rustic Acres MHC,Device 70262272,17037,7,6,0,7,-109.0
Rustic Acres MHC,Device 72388216,,0,0,0,,
Rustic Acres MHC,Device 70272560,17037,14,12,1,7,-115.0
Rustic Acres MHC,Device 70269178,17037,8,7,0,7,-118.0
Rustic Acres MHC,Device 72382011,17037,7,6,0,4,-113.0
Rustic Acres MHC,Device 72379249,16185,7,6,0,7,-112.0
Rustic Acres MHC,Device 70269996,16185,7,6,0,7,-111.0
Rustic Acres MHC,Device 72384959,17037,5,6,0,3,-125.0
Rustic Acres MHC,Device 72384793,17040,7,6,0,7,-115.0
Rustic Acres MHC,Device 72385089,16185,7,6,0,7,-108.0
Rustic Acres MHC,Device 70266968,17037,7,6,0,7,-127.0
Rustic Acres MHC,Device 70266562,,0,0,0,,
Rustic Acres MHC,Device 65827910,,0,0,0,,
Rustic Acres MHC,Device 68612744,17037,7,8,0,0,-121.0
Parkview MHP-Cust,Device 72724034,17037,8,7,0,7,-103.0
Parkview MHP-Cust,Device 72715321,16185,7,6,0,7,-99.0
Parkview MHP-Cust,Device 72724182,16185,7,6,0,3,-94.0
Parkview MHP-Cust,Device 70269061,,0,0,0,,
Parkview MHP-Cust,Device 70265481,16130,7,6,0,7,-95.0
Parkview MHP-Cust,Device 70272586,16185,7,6,0,0,-93.0
Parkview MHP-Cust,Device 72391558,17037,8,7,0,7,-106.0
Parkview MHP-Cust,Device 70262769,16130,7,6,0,7,-100.0
Parkview MHP-Cust,Device 72386889,17037,7,6,0,7,-101.0
Parkview MHP-Cust,Device 72390527,17037,9,8,0,7,-100.0
Parkview MHP-Cust,Device 72378597,17037,7,6,0,7,-104.0
Parkview MHP-Cust,Device 72385303,17040,7,6,0,0,-86.0
Parkview MHP-Cust,Device 72392929,17037,7,6,0,7,-91.0
Parkview MHP-Cust,Device 72382284,16130,7,6,0,0,-96.0
Parkview MHP-Cust,Device 72392523,17037,7,6,0,7,-93.0
Parkview MHP-Cust,Device 72389172,17037,7,6,0,7,-93.0
Parkview MHP-Cust,Device 72383373,17037,7,6,0,7,-102.0
Parkview MHP-Cust,Device 70265978,17037,7,6,0,7,-100.0
Parkview MHP-Cust,Device 70263684,17037,6,6,0,0,-104.0
Parkview MHP-Cust,Device 70259468,17040,7,6,0,0,-91.0
Parkview MHP-Cust,Device 77059808,17040,7,6,0,0,-89.0
Parkview MHP-Cust,Device 70260391,16185,7,6,0,7,-113.0
Parkview MHP-Cust,Device 70267495,16185,7,6,0,7,-107.0
Parkview MHP-Cust,Device 70263973,16130,7,6,0,7,-116.0
Parkview MHP-Cust,Device 77058446,17040,7,7,0,0,-96.0
Parkview MHP-Cust,Device 77062141,16185,7,6,0,7,-90.0
Parkview MHP-Cust,Device 65827720,16185,7,6,0,2,-109.0
Parkview MHP-Cust,Device 77052035,17037,9,8,0,7,-102.0
Parkview MHP-Cust,Device 65824321,16130,8,7,0,6,-111.0
Parkview MHP-Cust,Device 77060145,17037,7,6,0,7,-99.0
Parkview MHP-Cust,Device 77053561,16185,7,6,0,0,-96.0
Parkview MHP-Cust,Device 77061978,17037,8,7,0,7,-103.0
Parkview MHP-Cust,Device 77058099,16185,7,6,0,0,-96.0
Parkview MHP-Cust,Device 65827621,17037,7,6,0,7,-91.0
Parkview MHP-Cust,Device 65822697,16130,6,7,0,7,-111.0
Parkview MHP-Cust,Device 65827670,17037,7,6,0,7,-92.0
Parkview MHP-Cust,Device 65828223,17037,7,6,0,7,-92.0
Parkview MHP-Cust,Device 65824388,17037,7,6,0,7,-107.0
Parkview MHP-Cust,Device 65827357,17037,7,6,0,7,-98.0
Parkview MHP-Cust,Device 65831235,16130,7,6,0,7,-96.0
Parkview MHP-Cust,Device 65829122,16130,7,6,0,7,-101.0
Parkview MHP-Cust,Device 65832027,,0,0,0,,
Parkview MHP-Cust,Device 68588134,16185,7,6,0,7,-107.0
Parkview MHP-Cust,Device 65828421,16185,7,6,0,5,-97.0
Parkview MHP-Cust,Device 65823299,16185,7,6,0,7,-93.0
Parkview MHP-Cust,Device 65823802,16130,7,6,0,7,-112.0
Parkview MHP-Cust,Device 65831250,16185,7,6,0,7,-97.0
Parkview MHP-Cust,Device 65827142,16185,7,6,0,7,-103.0
Parkview MHP-Cust,Device 65825146,17037,7,6,0,0,-92.0
Parkview MHP-Cust,Device 65830740,17037,17,16,0,7,-111.0
Parkview MHP-Cust,Device 68584240,17037,7,6,0,7,-102.0
Parkview MHP-Cust,Device 68612637,17037,7,6,0,7,-95.0
Steve Scheiter 5plex-Cust,Device 70267172,,0,0,0,,
Steve Scheiter 5plex-Cust,Device 70264534,17050,5,3,1,6,-104.0
Steve Scheiter 5plex-Cust,Device 77059246,17037,2,1,0,7,-99.0
Steve Scheiter 5plex-Cust,Device 70268329,17050,5,3,1,4,-96.0
Steve Scheiter 5plex-Cust,Device 77058966,16022,2,1,0,7,-101.0
Ontario Place MHC,Device 79465082,17037,9,7,1,1,-111.0
Ontario Place MHC,Device 79459499,17037,9,9,0,0,-116.0
Ontario Place MHC,Device 79454243,17037,10,9,0,3,-110.0
Ontario Place MHC,Device 79464788,17037,8,6,1,2,-108.0
Ontario Place MHC,Device 79458988,17037,9,7,1,1,-103.0
Ontario Place MHC,Device 79458053,17037,11,10,0,3,-104.0
Ontario Place MHC,Device 79468128,17037,12,10,1,2,-113.0
Ontario Place MHC,Device 79456776,17037,9,6,2,0,-105.0
Ontario Place MHC,Device 79463723,17037,10,9,0,0,-104.0
Ontario Place MHC,Device 75366359,16185,7,6,0,6,-117.0
Ontario Place MHC,Device 79461024,17037,18,12,5,2,-113.0
Ontario Place MHC,Device 79464093,16185,7,6,0,0,-111.0
Ontario Place MHC,Device 79462774,17037,0,0,0,,
Ontario Place MHC,Device 75360303,17037,17,16,0,5,-114.0
Ontario Place MHC,Device 79454078,17037,7,6,0,1,-108.0
Ontario Place MHC,Device 75364560,17037,7,6,0,2,-108.0
Ontario Place MHC,Device 79460935,17037,11,10,0,2,-117.0
Ontario Place MHC,Device 75364743,17037,7,6,0,3,-106.0
Ontario Place MHC,Device 79466155,17037,7,6,0,2,-109.0
Ontario Place MHC,Device 75361848,17037,5,6,0,0,-112.0
Ontario Place MHC,Device 79462279,17037,6,5,0,3,-113.0
Ontario Place MHC,Device 79463012,17037,4,4,0,0,-109.0
Ontario Place MHC,Device 75362663,17037,9,7,1,3,-113.0
Ontario Place MHC,Device 79463020,17037,1,2,0,0,-107.0
Ontario Place MHC,Device 75364826,17037,5,4,0,3,-105.0
Ontario Place MHC,Device 79461362,17037,7,5,1,3,-108.0
Ontario Place MHC,Device 79463392,17037,6,5,0,2,-111.0
Ontario Place MHC,Device 79460877,17037,9,7,1,3,-117.0
Ontario Place MHC,Device 79463301,17037,6,5,0,2,-107.0
Ontario Place MHC,Device 79465793,17037,7,5,1,3,-111.0
Ontario Place MHC,Device 79463376,17037,7,5,1,0,-109.0
Ontario Place MHC,Device 79462535,17037,12,9,2,2,-114.0
Ontario Place MHC,Device 75360030,17037,8,7,0,3,-110.0
Ontario Place MHC,Device 79460869,17037,5,4,0,0,-112.0
Ontario Place MHC,Device 75363133,17037,6,5,0,3,-113.0
Ontario Place MHC,Device 70267743,17037,10,8,1,6,-116.0
Ontario Place MHC,Device 70262181,17037,7,6,0,7,-110.0
Ontario Place MHC,Device 70268626,16185,3,6,0,0,-123.0
Ontario Place MHC,Device 72382920,16185,7,6,0,7,-109.0
Ontario Place MHC,Device 70262363,16022,6,5,0,6,-117.0
Ontario Place MHC,Device 72378787,16022,7,6,0,7,-106.0
Ontario Place MHC,Device 72389594,16185,7,6,0,6,-118.0
Ontario Place MHC,Device 72381211,16185,7,6,0,7,-112.0
Ontario Place MHC,Device 72389974,16185,7,6,0,6,-111.0
Ontario Place MHC,Device 72381179,16185,7,6,0,5,-114.0
Ontario Place MHC,Device 72381864,,0,0,0,,
Ontario Place MHC,Device 70259807,16185,7,6,0,7,-111.0
Ontario Place MHC,Device 72379447,17037,10,7,2,6,-119.0
Ontario Place MHC,Device 72392010,16185,7,6,0,0,-117.0
Ontario Place MHC,Device 70262538,16185,4,5,0,1,-113.0
Ontario Place MHC,Device 70266513,16185,7,6,0,7,-110.0
Ontario Place MHC,Device 70265432,16185,7,6,0,6,-112.0
Ontario Place MHC,Device 70267925,16185,7,6,0,0,-122.0
Ontario Place MHC,Device 72384660,16185,6,6,0,7,-115.0
Ontario Place MHC,Device 72378860,16185,7,6,0,4,-111.0
Ontario Place MHC,Device 72379397,16185,7,6,0,7,-113.0
Ontario Place MHC,Device 72381419,17037,7,6,0,1,-120.0
Ontario Place MHC,Device 72381773,16185,7,6,0,1,-114.0
Ontario Place MHC,Device 72383407,17037,9,10,0,0,-107.0
Ontario Place MHC,Device 72378993,16185,8,6,1,7,-109.0
Ontario Place MHC,Device 70258932,17037,7,6,0,7,-114.0
Ontario Place MHC,Device 72383597,17037,7,6,0,7,-119.0
Ontario Place MHC,Device 70262298,17037,8,6,1,7,-110.0
Ontario Place MHC,Device 72381161,17037,8,7,0,0,-114.0
Ontario Place MHC,Device 72381344,16185,7,6,0,5,-111.0
Ontario Place MHC,Device 72391244,,0,0,0,,
Ontario Place MHC,Device 70266489,17037,7,6,0,7,-124.0
Ontario Place MHC,Device 72382094,17037,7,6,0,7,-121.0
Ontario Place MHC,Device 72381518,16185,6,6,0,3,-114.0
Ontario Place MHC,Device 72392713,16185,7,6,0,5,-109.0
Ontario Place MHC,Device 70266257,16185,7,6,0,7,-114.0
Ontario Place MHC,Device 70262256,16185,9,8,0,6,-111.0
Ontario Place MHC,Device 70273030,16185,7,6,0,6,-106.0
Ontario Place MHC,Device 72381799,16185,7,6,0,7,-106.0
Ontario Place MHC,Device 72381849,16185,7,6,0,7,-113.0
Ontario Place MHC,Device 70263221,16185,7,6,0,0,-111.0
Ontario Place MHC,Device 70272917,17037,7,6,0,7,-117.0
Ontario Place MHC,Device 72391368,16185,6,5,0,7,-110.0
Ontario Place MHC,Device 70273097,16185,7,6,0,6,-109.0
Ontario Place MHC,Device 70272743,16185,7,6,0,7,-109.0
Ontario Place MHC,Device 70265796,16022,7,6,0,7,-120.0
Ontario Place MHC,Device 72378910,16185,7,6,0,7,-106.0
Ontario Place MHC,Device 72381971,17037,7,6,0,7,-109.0
Ontario Place MHC,Device 72381765,16185,7,6,0,7,-110.0
Ontario Place MHC,Device 72381500,16185,7,6,0,6,-111.0
Ontario Place MHC,Device 72391129,17037,7,6,0,7,-109.0
Ontario Place MHC,Device 70264583,17037,7,6,0,6,-115.0
Ontario Place MHC,Device 70264732,17037,5,5,0,0,-106.0
Ontario Place MHC,Device 70259112,,0,0,0,,
Ontario Place MHC,Device 77058917,16185,7,6,0,7,-118.0
Ontario Place MHC,Device 70265135,17037,7,6,0,1,-118.0
Ontario Place MHC,Device 70267149,16185,6,8,0,0,-114.0
Ontario Place MHC,Device 70271968,17037,2,4,0,0,-111.0
Ontario Place MHC,Device 70259195,16185,6,6,0,1,-122.0
Ontario Place MHC,Device 70259054,17037,7,6,0,7,-120.0
Ontario Place MHC,Device 70261068,17037,5,6,0,0,-111.0
Ontario Place MHC,Device 70265127,,0,0,0,,
Ontario Place MHC,Device 70270812,16185,10,10,0,1,-118.0
Ontario Place MHC,Device 70267768,,0,0,0,,
Ontario Place MHC,Device 70260052,17037,8,7,0,7,-111.0
Ontario Place MHC,Device 70267826,17037,8,6,1,4,-114.0
Ontario Place MHC,Device 70259351,16185,6,6,0,4,-116.0
Ontario Place MHC,Device 70267776,,0,0,0,,
Ontario Place MHC,Device 70264070,16185,7,6,0,7,-111.0
Ontario Place MHC,Device 70266877,17037,7,6,0,7,-92.0
Ontario Place MHC,Device 70264237,16022,5,5,0,0,-116.0
Ontario Place MHC,Device 70261316,17037,10,11,0,1,-113.0
Ontario Place MHC,Device 70271380,17040,13,12,0,5,-109.0
Ontario Place MHC,Device 70260581,,0,0,0,,
Ontario Place MHC,Device 70264260,,0,0,0,,
Ontario Place MHC,Device 70261142,17037,7,6,0,7,-119.0
Ontario Place MHC,Device 70264476,,0,0,0,,
Ontario Place MHC,Device 70261209,16185,7,6,0,7,-113.0
Ontario Place MHC,Device 70260904,,0,0,0,,
Ontario Place MHC,Device 70260797,17037,6,6,0,7,-115.0
Ontario Place MHC,Device 70270309,,0,0,0,,
Ontario Place MHC,Device 70267735,17037,6,6,0,7,-122.0
Ontario Place MHC,Device 65824487,,0,0,0,,
Ontario Place MHC,Device 65829833,17037,6,5,0,0,-111.0
Ontario Place MHC,Device 65824586,16185,7,6,0,7,-105.0
Ontario Place MHC,Device 65827308,16185,6,6,0,7,-120.0
Ontario Place MHC,Device 65825112,16185,7,6,0,7,-113.0
Ontario Place MHC,Device 65825286,17037,6,6,0,0,-124.0
Island Club MHC-CUST,Device 75368496,17040,7,10,0,0,-107.0
Island Club MHC-CUST,Device 75368462,16131,7,6,0,7,-118.0
Running Springs MHP,Device 75371516,,0,0,0,,
Running Springs MHP,Device 75361145,16185,7,6,0,6,-102.0
Running Springs MHP,Device 75368066,17037,7,6,0,0,-101.0
Running Springs MHP,Device 72724208,17037,7,7,0,7,-105.0
Running Springs MHP,Device 72723580,16185,7,6,0,2,-110.0
Running Springs MHP,Device 75367399,17037,3,7,0,2,-114.0
Running Springs MHP,Device 75362317,16131,6,6,0,5,-86.0
